pasta,identifier,filename,Formato,titulo,size,Link
PI. Tricologia-Visagismo-Beleza,1_MAQUIAGEM-VF01,1. Maquiagem-VF01,p4,1. Maquiagem-VF01.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1_MAQUIAGEM-VF01/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_6-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 6 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 6 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_6-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_4-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 4 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 4 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",APRESENTACAO-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP_1,"Apresentação - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp (1)",p4,"Apresentação - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp (1).mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP_1/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_7-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 7 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 7 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_7-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_5-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 5 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 5 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_5-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_2-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 2 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 2 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_1-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP_1,"Aula 1 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp (1)",p4,"Aula 1 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp (1).mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP_1/qualidade-720.mp4
"Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família",AULA_3-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP,"Aula 3 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp",p4,"Aula 3 - Plano de Ensino Individualizado (PEI) direcionado para atendimento assistencial, escola e família ‐ Feito com o Clipchamp.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-PLANO_DE_ENSINO_INDIVIDUALIZADO_PEI_DIRECIONADO_PARA_ATENDIMENTO_ASSISTENCIAL_ESCOLA_E_FAMILIA_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-4,PEOEB - 4,p4,PEOEB - 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-4/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-5,PEOEB - 5,p4,PEOEB - 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-5/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-6,PEOEB - 6,p4,PEOEB - 6.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-6/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-7,PEOEB - 7,p4,PEOEB - 7.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-7/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-8,PEOEB - 8,p4,PEOEB - 8.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-8/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-9,PEOEB - 9,p4,PEOEB - 9.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-9/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-10,PEOEB - 10,p4,PEOEB - 10.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-10/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-11,PEOEB - 11,p4,PEOEB - 11.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-11/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-12,PEOEB - 12,p4,PEOEB - 12.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-12/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-14,PEOEB - 14,p4,PEOEB - 14.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-14/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-15,PEOEB - 15,p4,PEOEB - 15.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-15/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-16,PEOEB - 16,p4,PEOEB - 16.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-16/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-17,PEOEB - 17,p4,PEOEB - 17.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-17/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-18,PEOEB - 18,p4,PEOEB - 18.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-18/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-1,PEOEB - 1,p4,PEOEB - 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-1/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-2,PEOEB - 2,p4,PEOEB - 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-2/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-3,PEOEB - 3,p4,PEOEB - 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-3/qualidade-720.mp4
POLÍTICAS EDUCACIONAIS E ORGANIZAÇÃO DA EDUCAÇÃO BÁSICA,PEOEB-13,PEOEB - 13,p4,PEOEB - 13.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PEOEB-13/qualidade-720.mp4
PORTUGUÊS,MODULO_3-UNIDADE_3-AULA_1-LINGUA_PORTUGUESA-GRAMATICA-ELIANE_CHERBA,MÓDULO 3 - UNIDADE 3 - AULA 1 - LÍNGUA PORTUGUESA - GRAMÁTICA - ELIANE CHERBA,p4,MÓDULO 3 - UNIDADE 3 - AULA 1 - LÍNGUA PORTUGUESA - GRAMÁTICA - ELIANE CHERBA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_3-AULA_1-LINGUA_PORTUGUESA-GRAMATICA-ELIANE_CHERBA/qualidade-720.mp4
PORTUGUÊS,MODULO_3-UNIDADE_3-AULA_2-LINGUA_PORTUGUESA-GRAMATICA-ELIANE_CHERBA,MÓDULO 3 - UNIDADE 3 - AULA 2 - LÍNGUA PORTUGUESA - GRAMÁTICA - ELIANE CHERBA,p4,MÓDULO 3 - UNIDADE 3 - AULA 2 - LÍNGUA PORTUGUESA - GRAMÁTICA - ELIANE CHERBA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_3-AULA_2-LINGUA_PORTUGUESA-GRAMATICA-ELIANE_CHERBA/qualidade-720.mp4
PÓS BNCC,COPIA_DE_AULA01_1,Cópia de AULA01_1,p4,Cópia de AULA01_1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COPIA_DE_AULA01_1/qualidade-720.mp4
PÓS BNCC,COPIA_DE_AULA02_1,Cópia de AULA02_1,p4,Cópia de AULA02_1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COPIA_DE_AULA02_1/qualidade-720.mp4
PÓS BNCC,COPIA_DE_AULA03_1,Cópia de AULA03_1,p4,Cópia de AULA03_1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COPIA_DE_AULA03_1/qualidade-720.mp4
PÓS BNCC,COPIA_DE_AULA04_1,Cópia de AULA04_1,p4,Cópia de AULA04_1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/COPIA_DE_AULA04_1/qualidade-720.mp4
PÓS TEA,VIDEO_TEA_1,Video TEA 1,p4,Video TEA 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/VIDEO_TEA_1/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_2-DISCIPLINA_2-SEM_LEGENDA,Aula 2 - Disciplina 2 - sem legenda,p4,Aula 2 - Disciplina 2 - sem legenda .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-DISCIPLINA_2-SEM_LEGENDA/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_3-DISCIPLINA_2-SEM_LEGENDA,Aula 3 - Disciplina 2 - sem legenda,p4,Aula 3 - Disciplina 2 - sem legenda .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-DISCIPLINA_2-SEM_LEGENDA/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_4-DISCIPLINA_2-SEM_LEGENDA,Aula 4 - Disciplina 2 - sem legenda,p4,Aula 4 - Disciplina 2 - sem legenda .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4-DISCIPLINA_2-SEM_LEGENDA/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_5-DISCIPLINA_2-SEM_LEGENDA,Aula 5 - Disciplina 2 - sem legenda,p4,Aula 5 - Disciplina 2 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_5-DISCIPLINA_2-SEM_LEGENDA/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_6-DISCIPLINA_2-SEM_LEGENDA,Aula 6 - Disciplina 2 - sem legenda,p4,Aula 6 - Disciplina 2 - sem legenda .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_6-DISCIPLINA_2-SEM_LEGENDA/qualidade-720.mp4
PÓS-GRADUAÇÃO EAD/LIVE,AULA_1-DISCIPLINA_2-SEM_LEGENDA_1,Aula 1 - Disciplina 2 - sem legenda  (1),p4,Aula 1 - Disciplina 2 - sem legenda  (1).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-DISCIPLINA_2-SEM_LEGENDA_1/qualidade-720.mp4
Princípios Éticos,ATIVIDADE_DE_ESTUDO_II,Atividade de estudo II,p4,Atividade de estudo II.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ATIVIDADE_DE_ESTUDO_II/qualidade-720.mp4
Princípios Éticos,ATIVIDADE_DE_ESTUDO_I,ATIVIDADE DE ESTUDO I,p4,ATIVIDADE DE ESTUDO I.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ATIVIDADE_DE_ESTUDO_I/qualidade-720.mp4
Princípios Éticos,PRINCIPIOS_ETICOS-AULA_CONCEITUAL_1,PRINCÍPIOS ÉTICOS - aula conceitual (1),p4,PRINCÍPIOS ÉTICOS - aula conceitual (1).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PRINCIPIOS_ETICOS-AULA_CONCEITUAL_1/qualidade-720.mp4
PROJETO DE VIDA,MODULO_3-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 3 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 3 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA,MODULO_3-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 3 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 3 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA,MODULO_3-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 3 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 3 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_3-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_2-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 2 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 2 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_2-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 2 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 2 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_2-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 2 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 2 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_2-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,HIN-GEEG-NYZ_2024-04-04_20_03_GMT-3,hin-geeg-nyz (2024-04-04 20_03 GMT-3),p4,hin-geeg-nyz (2024-04-04 20_03 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HIN-GEEG-NYZ_2024-04-04_20_03_GMT-3/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_2_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-04-09_19_00_GMT-3,AULA 2 AO VIVO - PROJETO DE VIDA EJA - TURMA 1_MÓDULO 2 (2024-04-09 19_00 GMT-3),p4,AULA 2 AO VIVO - PROJETO DE VIDA EJA - TURMA 1_MÓDULO 2 (2024-04-09 19_00 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-04-09_19_00_GMT-3/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_3_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-04-11_20_02_GMT-3,AULA 3 AO VIVO - PROJETO DE VIDA EJA - TURMA 1_MÓDULO 2 (2024-04-11 20_02 GMT-3),p4,AULA 3 AO VIVO - PROJETO DE VIDA EJA - TURMA 1_MÓDULO 2 (2024-04-11 20_02 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-04-11_20_02_GMT-3/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_4_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-05-09_20_05_GMT-3,AULA 4 AO VIVO - PROJETO DE VIDA EJA - TURMA 1 MÓDULO 2 (2024-05-09 20_05 GMT-3),p4,AULA 4 AO VIVO - PROJETO DE VIDA EJA - TURMA 1 MÓDULO 2 (2024-05-09 20_05 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_1_MODULO_2_2024-05-09_20_05_GMT-3/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_1-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 1 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 1 - UNIDADE 3 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_3-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_1-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 1 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 1 - UNIDADE 2 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_2-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,MODULO_1-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS,MÓDULO 1 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS,p4,MÓDULO 1 - UNIDADE 1 - PROJETO DE VIDA - ANA PAULA RAMOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/MODULO_1-UNIDADE_1-PROJETO_DE_VIDA-ANA_PAULA_RAMOS/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,WHATSAPP-VIDEO-2023-09-27-AT-145315_I30BEXYD,whatsapp-video-2023-09-27-at-145315_i30bExyD,p4,whatsapp-video-2023-09-27-at-145315_i30bExyD.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/WHATSAPP-VIDEO-2023-09-27-AT-145315_I30BEXYD/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_2-PROJETO_DE_VIDA,AULA 2 - PROJETO DE VIDA,p4,AULA 2 - PROJETO DE VIDA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-PROJETO_DE_VIDA/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_03-PROJETO_DE_VIDA,AULA 03 - PROJETO DE VIDA,p4,AULA 03 - PROJETO DE VIDA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_03-PROJETO_DE_VIDA/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_4-PROJETO_DE_VIDA,AULA 4 - PROJETO DE VIDA,p4,AULA 4 - PROJETO DE VIDA.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4-PROJETO_DE_VIDA/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_1_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_2_MODULO_1_2024-02-27_20_12_GMT-3,AULA 1 AO VIVO - PROJETO DE VIDA _ EJA - TURMA 2_MÓDULO 1 (2024-02-27 20_12 GMT-3),p4,AULA 1 AO VIVO - PROJETO DE VIDA _ EJA - TURMA 2_MÓDULO 1 (2024-02-27 20_12 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_2_MODULO_1_2024-02-27_20_12_GMT-3/qualidade-720.mp4
PROJETO DE VIDA - ANA PAULA,AULA_2_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_2_MODULO_1_2024-02-29_20_03_GMT-3,AULA 2 AO VIVO - PROJETO DE VIDA _ EJA - TURMA 2_MÓDULO 1 (2024-02-29 20_03 GMT-3),p4,AULA 2 AO VIVO - PROJETO DE VIDA _ EJA - TURMA 2_MÓDULO 1 (2024-02-29 20_03 GMT-3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_AO_VIVO-PROJETO_DE_VIDA_EJA-TURMA_2_MODULO_1_2024-02-29_20_03_GMT-3/qualidade-720.mp4
